,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.9643339117023327,0.42629122120162627,0.2311039853412735,0.46410442349528647,0.060000000000000005,0.11090729131714115,0.00588,0.4700561874743045,0.01097560975609756,0.464328899637243,0.021739130434782608,0.9317697228144989,0.4088915795347354,0.2572298325722983
1,0.4100636205899364,0.0030115946393615423,0.1946862116353642,0.10514865844815083,0.01681818181818182,0.3334477070097817,0.00316,0.736782239276415,0.005707317073170732,0.10519951632406287,0.0005875440658049354,0.8955223880597015,0.005392862520720955,0.06088280060882801
2,0.578368999421631,0.0012046378557446168,0.0304626660558864,0.01704133430021755,0.015454545454545455,0.056785762802677095,0.0011200000000000001,0.3266410853775524,0.014860975609756098,0.0007255139056831922,0.04142185663924794,0.9189765458422174,0.0060722782713629655,0.091324200913242
3,0.9053402737613264,0.30567685589519655,0.2327072835547412,0.36814116509547984,0.07818181818181819,0.08579346749794559,0.00436,0.6386186103878305,0.01926829268292683,0.3688029020556227,0.019682726204465338,0.9189765458422174,0.3954168503086747,0.09101978691019787
4,0.5870445344129555,0.0012046378557446168,0.017865322950068714,0.010394005317863187,0.02727272727272727,0.018871659517314596,0.00128,0.16624640263121832,0.022758536585365856,0.010399032648125755,0.0026439482961222094,0.9253731343283582,0.005307935551890703,0.0989345509893455
5,0.5286292654713707,0.0015057973196807711,0.02908841044434265,0.01655789219240996,0.025454545454545455,0.032952820849464715,0.00102,0.3405920241195011,0.026729268292682927,0.01656590084643289,0.002056404230317274,0.9125799573560768,0.008322842945364624,0.0821917808219178
6,0.7437825332562175,0.0009034783918084626,0.002290426019239579,0.006043026347594876,0.005454545454545454,0.01209721763446534,0.1,0.0002740852405097985,5.853658536585366e-05,0.0048367593712212815,0.011016451233842539,0.8763326226012793,5.0956181298150745e-05,0.0365296803652968
7,0.39213418160786584,0.0019575365155850024,0.12437013284470912,0.06719845298525501,0.02,0.17914879575431747,0.0032,0.46654789639577904,0.0067292682926829266,0.00024183796856106407,0.16333725029377202,0.9019189765458422,0.003439542237625176,0.0684931506849315
8,0.8025833815307499,0.010691160969733474,0.03573064590013743,0.008822818467488518,0.04409090909090909,0.023346382912657403,0.302,0.0014158045539262708,0.00015667905024390244,0.0065296251511487305,0.00918846445358402,0.8976545842217484,0.00019966275169462332,0.0654490106544901
9,0.3225371120107962,0.0030115946393615423,0.299129638112689,0.1602610587382161,0.030454545454545456,0.2830748927597189,0.00692,0.517733315060984,0.0047268292682926824,0.1603385731559855,0.0005875440658049354,0.8997867803837953,0.0024628820960772863,0.0669710806697108
10,0.9296317717370349,0.464839632585454,0.21438387540082457,0.48622189992748366,0.05818181818181818,0.10611679313197668,0.0068200000000000005,0.37549677949842397,0.009268292682926829,0.48609431680773885,0.02262044653349001,0.9168443496801706,0.38441283399724263,0.16894977168949774
11,0.7331791016001542,0.0009034783918084626,0.002061383417315621,0.005559584239787286,0.005909090909090909,0.010049996188186076,0.1,0.0002466767164588187,6.341463414634146e-05,0.007255139056831922,0.01175088131609871,0.8720682302771855,5.0956181298150745e-05,0.0319634703196347
12,0.37941006362058993,0.0021081162475530798,0.13788364635822262,0.07445008460236888,0.035,0.1135014375248564,0.0029,0.5678223927641496,0.012924390243902439,0.00024183796856106407,0.1809635722679201,0.8997867803837953,0.0041189579882671854,0.0669710806697108
13,0.4985540775014459,0.001656377051648848,0.02496564360971141,0.014503263234227702,0.019545454545454546,0.036798048075919604,0.00106,0.2845278881732219,0.01997560975609756,0.0010882708585247883,0.03525264394829612,0.9040511727078892,0.008832404758346131,0.0715372907153729
14,0.5419317524580682,0.001355217587712694,0.04489234997709574,0.024776408025138988,0.015454545454545455,0.08361596832287081,0.0014199999999999998,0.3804577223516514,0.011746341463414633,0.024788391777509067,0.0011750881316098707,0.9168443496801706,0.005392862520720955,0.0882800608828006
15,0.6319645267013688,0.0003011594639361542,0.0009161704076958315,0.0007251631617113851,0.00818181818181818,0.0032259247005885358,0.00076,0.0144255389749212,0.01155327342682927,0.0012091898428053204,0.009792401086956523,0.673773987206823,0.0022349202346099535,0.2237442922374429
16,0.5176402544823597,0.0018069567836169252,0.03229500687127806,0.01849166062364032,0.021363636363636362,0.04386216975815971,0.0011799999999999998,0.324420994929423,0.019109756097560975,0.0009673518742442563,0.04494712103407756,0.9136460554371002,0.008620087336270503,0.08371385083713852
17,0.56737998843262,0.0012046378557446168,0.02656894182317911,0.014986705342035292,0.01636363636363636,0.04677590820208376,0.00102,0.31355351514320956,0.017319512195121952,0.0007255139056831922,0.036427732079905996,0.9189765458422174,0.006666767053174724,0.091324200913242
18,0.3556969346443031,0.0034633338352657735,0.4470911589555658,0.2386995407299976,0.02727272727272727,0.4723334432347169,0.00808,0.6622310538577497,0.003621951219512195,0.00012091898428053204,0.5801997649823737,0.8891257995735607,0.0024204186116621607,0.0532724505327245
19,0.9770580296896086,0.46258093660593286,0.14086120018323411,0.44561276287164614,0.03772727272727273,0.1075684592486932,0.0036,0.4686857612717555,0.01121951219512195,0.44619105199516323,0.02438307873090482,0.9232409381663113,0.724710134159689,0.09649923896499239
20,0.3450935029882398,0.0034633338352657735,0.3811268896014659,0.20389170896785114,0.02909090909090909,0.3774331903462919,0.00788,0.5793202686035357,0.003965853658536586,0.20399032648125756,0.0002937720329024677,0.8891257995735607,0.0024628820960772863,0.0532724505327245
21,0.9666473877000192,0.4345731064598705,0.16468163078332573,0.4357021996615905,0.045909090909090906,0.10335862751021532,0.00318,0.6194326435521447,0.015609756097560976,0.43530834340991537,0.02350176263219742,0.9232409381663113,0.7707523021857273,0.09649923896499239
22,0.7038750722961249,0.0003011594639361542,0.0006871278057718736,0.0006043026347594876,0.012727272727272728,0.001596832728388158,2e-05,0.4111278607646978,0.6829268292682927,0.0012091898428053204,0.01175088131609871,0.6993603411513859,0.08492696883025125,-0.19117199391171993
23,0.8081742818584924,0.12859509110073783,0.2972972972972973,0.011119168479574571,0.4218181818181818,0.020304554095925853,0.26,0.013683178545977798,0.00174108818,0.004111245465538089,0.011658053730904817,0.9019189765458422,0.002789524296951633,0.0700152207001522
24,0.7152496626180836,0.0036139135672338504,0.09642693540998626,0.0537829344935944,0.03409090909090909,0.08143846914779607,0.0027,0.4273674112649034,0.013551219512195123,0.05380894800483676,0.0014688601645123386,0.9232409381663113,0.007549064032849118,0.0958904109589041
25,0.5228455754771544,0.0015057973196807711,0.03710490151168118,0.020788010635726373,0.02,0.0534477070272017,0.00136,0.32649033849527204,0.015782926829268292,0.0007255139056831922,0.05052878965922444,0.9147121535181236,0.006242132209023467,0.08523592085235922
26,0.5789473684210527,0.0012046378557446168,0.04764086120018324,0.026105873821609865,0.014090909090909091,0.09740211363260168,0.0017800000000000001,0.3213649444977388,0.00852439024390244,0.00048367593712212814,0.06345475910693303,0.9189765458422174,0.0038217135973613063,0.091324200913242
27,0.3335261229998072,0.003312754103297696,0.34928996793403577,0.18697123519458547,0.03318181818181818,0.3033306066088641,0.00774,0.5408524050979855,0.004607317073170732,0.00012091898428053204,0.45446533490011753,0.8976545842217484,0.0024204186116621607,0.0639269406392694
